user_id,region,timestamp,source,raw_text,skill_tags,engagement
U0086,Lucknow,2024-04-13T00:00:00,innovation_lab,"Worked on projects involving Python, Computer Vision.",Python;Computer Vision,69
U0086,Lucknow,2024-08-14T00:00:00,github,"Worked on projects involving Data Science, SQL.",Data Science;SQL,88
U0086,Jaipur,2024-02-16T00:00:00,innovation_lab,"Worked on projects involving Statistics, IoT.",Statistics;IoT,58
U0086,Lucknow,2024-07-31T00:00:00,learning,"Worked on projects involving NLP, Data Science.",NLP;Data Science,73
U0086,Chennai,2025-01-05T00:00:00,github,"Worked on projects involving Computer Vision, NLP.",Computer Vision;NLP,51
U0086,Hyderabad,2024-10-23T00:00:00,github,"Worked on projects involving Time Series, Python, Statistics.",Time Series;Python;Statistics,6
U0087,Delhi,2025-04-23T00:00:00,github,"Worked on projects involving Statistics, Machine Learning, Computer Vision.",Statistics;Machine Learning;Computer Vision,61
U0087,Bengaluru,2025-01-28T00:00:00,forum,"Worked on projects involving Cloud, AI.",Cloud;AI,99
U0087,Pune,2024-08-17T00:00:00,learning,"Worked on projects involving Statistics, Robotics, AI, SQL.",Statistics;Robotics;AI;SQL,49
U0087,Lucknow,2024-03-09T00:00:00,gig,"Worked on projects involving Robotics, Time Series.",Robotics;Time Series,16
U0087,Lucknow,2024-03-06T00:00:00,forum,"Worked on projects involving Computer Vision, AI.",Computer Vision;AI,1
U0088,Lucknow,2024-08-05T00:00:00,innovation_lab,"Worked on projects involving NLP, Robotics, Statistics.",NLP;Robotics;Statistics,49
U0088,Kolkata,2024-03-20T00:00:00,gig,"Worked on projects involving Web Development, NLP.",Web Development;NLP,25
U0089,Pune,2024-11-10T00:00:00,github,"Worked on projects involving Linear Algebra, Robotics.",Linear Algebra;Robotics,31
U0089,Patna,2024-01-18T00:00:00,learning,"Worked on projects involving Machine Learning, Time Series.",Machine Learning;Time Series,77
U0090,Pune,2024-08-12T00:00:00,forum,"Worked on projects involving Statistics, Python.",Statistics;Python,70
U0090,Delhi,2024-03-12T00:00:00,innovation_lab,"Worked on projects involving Linear Algebra, Time Series.",Linear Algebra;Time Series,38
U0091,Kolkata,2024-05-01T00:00:00,gig,"Worked on projects involving IoT, SQL, Time Series, Statistics.",IoT;SQL;Time Series;Statistics,19
U0091,Chennai,2024-02-01T00:00:00,innovation_lab,"Worked on projects involving Computer Vision, Web Development, AI, Cloud.",Computer Vision;Web Development;AI;Cloud,76
U0091,Lucknow,2024-09-10T00:00:00,github,"Worked on projects involving Data Science, Robotics, Linear Algebra, AI.",Data Science;Robotics;Linear Algebra;AI,45
U0092,Bengaluru,2024-06-02T00:00:00,learning,"Worked on projects involving SQL, Statistics, AI, Linear Algebra.",SQL;Statistics;AI;Linear Algebra,24
U0092,Bengaluru,2025-02-16T00:00:00,learning,"Worked on projects involving NLP, Web Development, Linear Algebra, Cloud.",NLP;Web Development;Linear Algebra;Cloud,8
U0092,Bengaluru,2024-07-17T00:00:00,forum,"Worked on projects involving AI, Time Series, Computer Vision, Statistics.",AI;Time Series;Computer Vision;Statistics,33
U0092,Mumbai,2025-04-17T00:00:00,learning,"Worked on projects involving SQL, Robotics.",SQL;Robotics,48
U0092,Hyderabad,2024-01-27T00:00:00,gig,"Worked on projects involving Computer Vision, Statistics.",Computer Vision;Statistics,49
U0093,Lucknow,2024-04-21T00:00:00,learning,"Worked on projects involving Python, Machine Learning, Web Development, IoT.",Python;Machine Learning;Web Development;IoT,27
U0093,Hyderabad,2025-05-07T00:00:00,github,"Worked on projects involving Cloud, Python, Web Development.",Cloud;Python;Web Development,96
U0093,Hyderabad,2024-07-22T00:00:00,forum,"Worked on projects involving Web Development, Statistics, IoT.",Web Development;Statistics;IoT,71
U0093,Jaipur,2024-09-30T00:00:00,gig,"Worked on projects involving Linear Algebra, Cloud, AI.",Linear Algebra;Cloud;AI,40
U0093,Jaipur,2024-02-20T00:00:00,learning,"Worked on projects involving SQL, Computer Vision, NLP.",SQL;Computer Vision;NLP,98
U0093,Pune,2024-01-24T00:00:00,innovation_lab,"Worked on projects involving Web Development, SQL, Linear Algebra.",Web Development;SQL;Linear Algebra,29
U0094,Patna,2024-10-23T00:00:00,learning,"Worked on projects involving Cloud, Computer Vision.",Cloud;Computer Vision,38
U0094,Hyderabad,2024-07-13T00:00:00,innovation_lab,"Worked on projects involving Web Development, SQL.",Web Development;SQL,32
U0094,Kolkata,2024-05-11T00:00:00,learning,"Worked on projects involving Computer Vision, Robotics, Linear Algebra.",Computer Vision;Robotics;Linear Algebra,93
U0095,Bengaluru,2024-03-12T00:00:00,innovation_lab,"Worked on projects involving Data Science, Statistics, SQL.",Data Science;Statistics;SQL,63
U0095,Delhi,2024-09-25T00:00:00,github,"Worked on projects involving Computer Vision, Robotics.",Computer Vision;Robotics,10
U0095,Bengaluru,2025-03-07T00:00:00,forum,"Worked on projects involving Python, Linear Algebra, Time Series, AI.",Python;Linear Algebra;Time Series;AI,9
U0095,Jaipur,2024-07-10T00:00:00,github,"Worked on projects involving Data Science, Python, Web Development, Computer Vision.",Data Science;Python;Web Development;Computer Vision,80
U0095,Jaipur,2024-01-09T00:00:00,github,"Worked on projects involving Robotics, IoT, NLP, Time Series.",Robotics;IoT;NLP;Time Series,69
U0096,Chennai,2024-10-01T00:00:00,gig,"Worked on projects involving Python, Time Series, Computer Vision.",Python;Time Series;Computer Vision,3
U0096,Bengaluru,2024-02-24T00:00:00,github,"Worked on projects involving Time Series, Statistics, Robotics, AI.",Time Series;Statistics;Robotics;AI,68
U0096,Patna,2024-09-26T00:00:00,gig,"Worked on projects involving Web Development, Time Series.",Web Development;Time Series,46
U0096,Kolkata,2025-05-06T00:00:00,learning,"Worked on projects involving Linear Algebra, AI, Machine Learning.",Linear Algebra;AI;Machine Learning,59
U0096,Mumbai,2024-11-30T00:00:00,github,"Worked on projects involving Web Development, Statistics, Time Series, Cloud.",Web Development;Statistics;Time Series;Cloud,12
U0096,Jaipur,2024-01-29T00:00:00,github,"Worked on projects involving AI, Time Series, Computer Vision.",AI;Time Series;Computer Vision,90
U0097,Kolkata,2024-10-16T00:00:00,github,"Worked on projects involving NLP, AI.",NLP;AI,68
U0097,Patna,2024-08-31T00:00:00,gig,"Worked on projects involving Web Development, Time Series.",Web Development;Time Series,6
U0097,Lucknow,2024-10-15T00:00:00,github,"Worked on projects involving Robotics, Cloud.",Robotics;Cloud,23
U0098,Bengaluru,2025-01-20T00:00:00,learning,"Worked on projects involving Web Development, IoT.",Web Development;IoT,10
U0098,Patna,2025-03-03T00:00:00,learning,"Worked on projects involving Data Science, IoT, Web Development.",Data Science;IoT;Web Development,87
U0098,Mumbai,2024-09-13T00:00:00,gig,"Worked on projects involving SQL, AI, Statistics, Data Science.",SQL;AI;Statistics;Data Science,7
U0098,Mumbai,2024-06-23T00:00:00,innovation_lab,"Worked on projects involving AI, Web Development.",AI;Web Development,99
U0099,Chennai,2025-02-05T00:00:00,learning,"Worked on projects involving AI, Linear Algebra, SQL, Python.",AI;Linear Algebra;SQL;Python,63
U0099,Pune,2024-08-09T00:00:00,forum,"Worked on projects involving SQL, Computer Vision.",SQL;Computer Vision,88
U0099,Chennai,2025-02-12T00:00:00,forum,"Worked on projects involving Robotics, AI, Machine Learning, IoT.",Robotics;AI;Machine Learning;IoT,92
U0099,Bengaluru,2024-07-13T00:00:00,forum,"Worked on projects involving Machine Learning, Cloud.",Machine Learning;Cloud,95
U0099,Mumbai,2024-01-03T00:00:00,gig,"Worked on projects involving SQL, Time Series, Machine Learning.",SQL;Time Series;Machine Learning,57
U0099,Bengaluru,2024-02-14T00:00:00,forum,"Worked on projects involving Linear Algebra, Cloud, Machine Learning.",Linear Algebra;Cloud;Machine Learning,56
U0100,Delhi,2024-02-15T00:00:00,gig,"Worked on projects involving Computer Vision, Time Series, AI, Machine Learning.",Computer Vision;Time Series;AI;Machine Learning,71
U0100,Kolkata,2025-03-18T00:00:00,learning,"Worked on projects involving IoT, Time Series.",IoT;Time Series,2
U0100,Lucknow,2025-04-08T00:00:00,forum,"Worked on projects involving AI, Time Series, Machine Learning.",AI;Time Series;Machine Learning,74
U0100,Bengaluru,2024-05-17T00:00:00,gig,"Worked on projects involving Data Science, Robotics, AI, Time Series.",Data Science;Robotics;AI;Time Series,35
U0100,Pune,2024-05-21T00:00:00,learning,"Worked on projects involving Data Science, Machine Learning, Time Series.",Data Science;Machine Learning;Time Series,39
U0101,Hyderabad,2025-01-04T00:00:00,learning,"Worked on projects involving SQL, Cloud.",SQL;Cloud,77
U0101,Chennai,2024-01-04T00:00:00,learning,"Worked on projects involving Web Development, NLP, Machine Learning, Data Science.",Web Development;NLP;Machine Learning;Data Science,43
U0101,Kolkata,2024-08-08T00:00:00,innovation_lab,"Worked on projects involving AI, Linear Algebra, SQL, NLP.",AI;Linear Algebra;SQL;NLP,18
U0101,Hyderabad,2024-09-02T00:00:00,gig,"Worked on projects involving SQL, IoT, Statistics.",SQL;IoT;Statistics,23
U0101,Jaipur,2025-05-10T00:00:00,innovation_lab,"Worked on projects involving SQL, Cloud, Statistics.",SQL;Cloud;Statistics,32
U0102,Kolkata,2024-02-28T00:00:00,innovation_lab,"Worked on projects involving Cloud, Linear Algebra, AI.",Cloud;Linear Algebra;AI,26
U0102,Delhi,2025-05-02T00:00:00,learning,"Worked on projects involving Computer Vision, Data Science, Robotics, Time Series.",Computer Vision;Data Science;Robotics;Time Series,91
U0102,Chennai,2025-03-01T00:00:00,github,"Worked on projects involving NLP, Linear Algebra.",NLP;Linear Algebra,53
U0102,Hyderabad,2024-05-09T00:00:00,forum,"Worked on projects involving NLP, Data Science, Robotics, Cloud.",NLP;Data Science;Robotics;Cloud,92
U0103,Jaipur,2024-10-25T00:00:00,learning,"Worked on projects involving Machine Learning, NLP, IoT.",Machine Learning;NLP;IoT,69
U0103,Delhi,2025-02-08T00:00:00,gig,"Worked on projects involving Time Series, Statistics, AI, Computer Vision.",Time Series;Statistics;AI;Computer Vision,90
U0103,Hyderabad,2024-12-02T00:00:00,gig,"Worked on projects involving IoT, Robotics, Machine Learning, Statistics.",IoT;Robotics;Machine Learning;Statistics,22
U0103,Pune,2025-05-10T00:00:00,gig,"Worked on projects involving IoT, Python, Time Series, Robotics.",IoT;Python;Time Series;Robotics,56
U0103,Chennai,2024-04-23T00:00:00,innovation_lab,"Worked on projects involving Python, Machine Learning.",Python;Machine Learning,96
U0104,Jaipur,2024-07-10T00:00:00,learning,"Worked on projects involving IoT, Statistics, Time Series, Web Development.",IoT;Statistics;Time Series;Web Development,60
U0104,Kolkata,2024-01-13T00:00:00,learning,"Worked on projects involving IoT, Statistics, Computer Vision, Data Science.",IoT;Statistics;Computer Vision;Data Science,14
U0104,Bengaluru,2024-06-27T00:00:00,gig,"Worked on projects involving AI, Machine Learning, Linear Algebra.",AI;Machine Learning;Linear Algebra,44
U0104,Jaipur,2024-06-27T00:00:00,learning,"Worked on projects involving Linear Algebra, Web Development, Computer Vision.",Linear Algebra;Web Development;Computer Vision,13
U0104,Kolkata,2024-02-04T00:00:00,gig,"Worked on projects involving Statistics, Time Series, NLP.",Statistics;Time Series;NLP,6
U0104,Mumbai,2024-12-12T00:00:00,forum,"Worked on projects involving Machine Learning, Python, SQL, Robotics.",Machine Learning;Python;SQL;Robotics,95
U0105,Lucknow,2024-08-06T00:00:00,learning,"Worked on projects involving Data Science, Computer Vision, Time Series, SQL.",Data Science;Computer Vision;Time Series;SQL,30
U0105,Pune,2024-07-21T00:00:00,github,"Worked on projects involving Robotics, Data Science, Linear Algebra.",Robotics;Data Science;Linear Algebra,95
U0105,Pune,2024-01-03T00:00:00,forum,"Worked on projects involving Web Development, NLP, IoT, AI.",Web Development;NLP;IoT;AI,27
U0106,Mumbai,2025-02-13T00:00:00,innovation_lab,"Worked on projects involving Linear Algebra, Time Series, Machine Learning, IoT.",Linear Algebra;Time Series;Machine Learning;IoT,24
U0106,Mumbai,2024-05-14T00:00:00,learning,"Worked on projects involving SQL, Web Development, NLP.",SQL;Web Development;NLP,68
U0106,Pune,2024-10-27T00:00:00,github,"Worked on projects involving SQL, IoT, AI, Linear Algebra.",SQL;IoT;AI;Linear Algebra,45
U0106,Bengaluru,2025-02-20T00:00:00,gig,"Worked on projects involving Time Series, NLP, IoT.",Time Series;NLP;IoT,79
U0107,Kolkata,2024-03-01T00:00:00,forum,"Worked on projects involving Robotics, Data Science.",Robotics;Data Science,40
U0107,Bengaluru,2024-09-18T00:00:00,learning,"Worked on projects involving Data Science, SQL.",Data Science;SQL,54
U0107,Bengaluru,2024-09-06T00:00:00,innovation_lab,"Worked on projects involving Data Science, IoT, AI, Statistics.",Data Science;IoT;AI;Statistics,89
U0107,Chennai,2024-03-12T00:00:00,forum,"Worked on projects involving Data Science, Computer Vision, Time Series, NLP.",Data Science;Computer Vision;Time Series;NLP,41
U0107,Delhi,2024-09-05T00:00:00,forum,"Worked on projects involving IoT, Python, SQL.",IoT;Python;SQL,25
U0107,Jaipur,2024-07-28T00:00:00,learning,"Worked on projects involving Computer Vision, Time Series, Robotics.",Computer Vision;Time Series;Robotics,54
U0108,Delhi,2025-02-11T00:00:00,forum,"Worked on projects involving Data Science, Machine Learning, IoT.",Data Science;Machine Learning;IoT,38
U0108,Lucknow,2024-05-27T00:00:00,forum,"Worked on projects involving Cloud, Web Development.",Cloud;Web Development,100
U0108,Lucknow,2024-09-18T00:00:00,github,"Worked on projects involving IoT, Statistics, NLP.",IoT;Statistics;NLP,74
U0108,Lucknow,2025-02-25T00:00:00,gig,"Worked on projects involving Cloud, Linear Algebra.",Cloud;Linear Algebra,70
U0108,Jaipur,2024-10-06T00:00:00,forum,"Worked on projects involving Linear Algebra, Statistics.",Linear Algebra;Statistics,55
U0109,Delhi,2024-08-18T00:00:00,gig,"Worked on projects involving Time Series, Robotics, Web Development, Cloud.",Time Series;Robotics;Web Development;Cloud,45
U0109,Hyderabad,2024-04-17T00:00:00,innovation_lab,"Worked on projects involving NLP, Machine Learning.",NLP;Machine Learning,89
U0110,Patna,2024-03-12T00:00:00,forum,"Worked on projects involving IoT, Robotics, AI, Data Science.",IoT;Robotics;AI;Data Science,27
U0110,Lucknow,2024-05-23T00:00:00,innovation_lab,"Worked on projects involving IoT, SQL.",IoT;SQL,69
U0110,Chennai,2024-05-28T00:00:00,innovation_lab,"Worked on projects involving SQL, Statistics.",SQL;Statistics,35
U0110,Delhi,2024-05-21T00:00:00,forum,"Worked on projects involving Robotics, Machine Learning, Data Science, AI.",Robotics;Machine Learning;Data Science;AI,90
U0111,Kolkata,2025-02-28T00:00:00,forum,"Worked on projects involving Data Science, Statistics.",Data Science;Statistics,98
U0111,Chennai,2024-11-17T00:00:00,learning,"Worked on projects involving AI, NLP, Data Science, IoT.",AI;NLP;Data Science;IoT,49
U0111,Pune,2024-09-20T00:00:00,gig,"Worked on projects involving Machine Learning, Robotics, Time Series.",Machine Learning;Robotics;Time Series,89
U0112,Delhi,2025-03-20T00:00:00,github,"Worked on projects involving NLP, SQL, IoT.",NLP;SQL;IoT,94
U0112,Kolkata,2025-03-11T00:00:00,github,"Worked on projects involving Robotics, Time Series, Statistics.",Robotics;Time Series;Statistics,69
U0112,Jaipur,2024-05-17T00:00:00,gig,"Worked on projects involving Web Development, AI, Time Series.",Web Development;AI;Time Series,37
U0112,Patna,2025-03-12T00:00:00,learning,"Worked on projects involving Computer Vision, IoT, Data Science.",Computer Vision;IoT;Data Science,44
U0113,Jaipur,2024-01-09T00:00:00,github,"Worked on projects involving Machine Learning, Robotics.",Machine Learning;Robotics,21
U0113,Hyderabad,2024-12-18T00:00:00,forum,"Worked on projects involving NLP, Python, AI.",NLP;Python;AI,84
U0114,Mumbai,2024-12-01T00:00:00,gig,"Worked on projects involving Time Series, Cloud.",Time Series;Cloud,33
U0114,Bengaluru,2024-01-27T00:00:00,learning,"Worked on projects involving SQL, Robotics.",SQL;Robotics,81
U0114,Pune,2024-12-01T00:00:00,github,"Worked on projects involving Statistics, Time Series, Web Development.",Statistics;Time Series;Web Development,91
U0114,Jaipur,2024-02-09T00:00:00,forum,"Worked on projects involving Python, Web Development.",Python;Web Development,76
U0115,Kolkata,2025-02-22T00:00:00,github,"Worked on projects involving Robotics, NLP, Python, Statistics.",Robotics;NLP;Python;Statistics,55
U0115,Pune,2024-02-15T00:00:00,github,"Worked on projects involving Data Science, NLP, Machine Learning, Web Development.",Data Science;NLP;Machine Learning;Web Development,14
U0115,Pune,2025-01-31T00:00:00,forum,"Worked on projects involving SQL, Cloud, Data Science.",SQL;Cloud;Data Science,83
U0116,Delhi,2024-11-08T00:00:00,forum,"Worked on projects involving Computer Vision, IoT.",Computer Vision;IoT,57
U0116,Bengaluru,2025-04-15T00:00:00,learning,"Worked on projects involving Statistics, Web Development, Robotics.",Statistics;Web Development;Robotics,79
U0116,Bengaluru,2025-01-20T00:00:00,github,"Worked on projects involving NLP, Web Development, Machine Learning, Statistics.",NLP;Web Development;Machine Learning;Statistics,76
U0117,Hyderabad,2024-05-21T00:00:00,github,"Worked on projects involving AI, SQL, Data Science.",AI;SQL;Data Science,32
U0117,Chennai,2025-02-02T00:00:00,github,"Worked on projects involving IoT, Time Series, Statistics, Linear Algebra.",IoT;Time Series;Statistics;Linear Algebra,85
U0117,Lucknow,2024-04-06T00:00:00,learning,"Worked on projects involving Web Development, Computer Vision, IoT.",Web Development;Computer Vision;IoT,38
U0117,Pune,2024-02-27T00:00:00,forum,"Worked on projects involving Python, Linear Algebra, Web Development, NLP.",Python;Linear Algebra;Web Development;NLP,64
U0117,Kolkata,2025-04-23T00:00:00,gig,"Worked on projects involving IoT, Machine Learning, Computer Vision, Python.",IoT;Machine Learning;Computer Vision;Python,17
U0118,Bengaluru,2025-01-25T00:00:00,learning,"Worked on projects involving AI, SQL, Computer Vision, Robotics.",AI;SQL;Computer Vision;Robotics,99
U0118,Mumbai,2024-01-08T00:00:00,gig,"Worked on projects involving Python, IoT.",Python;IoT,28
U0118,Pune,2024-09-16T00:00:00,gig,"Worked on projects involving Python, Linear Algebra.",Python;Linear Algebra,81
U0118,Pune,2024-02-12T00:00:00,innovation_lab,"Worked on projects involving Computer Vision, Linear Algebra, AI, Statistics.",Computer Vision;Linear Algebra;AI;Statistics,69
U0118,Mumbai,2024-09-18T00:00:00,forum,"Worked on projects involving Data Science, Cloud, Machine Learning, Linear Algebra.",Data Science;Cloud;Machine Learning;Linear Algebra,20
U0119,Mumbai,2024-06-07T00:00:00,learning,"Worked on projects involving AI, IoT, Robotics.",AI;IoT;Robotics,94
U0119,Mumbai,2025-04-18T00:00:00,learning,"Worked on projects involving Python, Web Development.",Python;Web Development,15
U0119,Chennai,2024-12-07T00:00:00,forum,"Worked on projects involving IoT, Time Series, Python.",IoT;Time Series;Python,16
U0119,Delhi,2024-03-24T00:00:00,learning,"Worked on projects involving Statistics, Data Science.",Statistics;Data Science,45
U0119,Bengaluru,2024-07-09T00:00:00,forum,"Worked on projects involving Computer Vision, Linear Algebra, Statistics, Cloud.",Computer Vision;Linear Algebra;Statistics;Cloud,96
U0119,Kolkata,2025-02-17T00:00:00,learning,"Worked on projects involving Statistics, Machine Learning, Python.",Statistics;Machine Learning;Python,35
U0120,Patna,2024-11-17T00:00:00,github,"Worked on projects involving Cloud, Statistics.",Cloud;Statistics,64
U0120,Jaipur,2025-03-15T00:00:00,innovation_lab,"Worked on projects involving Computer Vision, SQL, Python.",Computer Vision;SQL;Python,22
U0120,Patna,2024-12-11T00:00:00,github,"Worked on projects involving Data Science, Cloud, Machine Learning.",Data Science;Cloud;Machine Learning,30
U0120,Hyderabad,2024-01-24T00:00:00,learning,"Worked on projects involving Computer Vision, Python, Linear Algebra, Statistics.",Computer Vision;Python;Linear Algebra;Statistics,47
U0120,Lucknow,2025-02-15T00:00:00,learning,"Worked on projects involving Data Science, Time Series, Python.",Data Science;Time Series;Python,29
U0120,Kolkata,2024-05-18T00:00:00,github,"Worked on projects involving Web Development, AI, Statistics.",Web Development;AI;Statistics,74
U0121,Delhi,2024-04-01T00:00:00,forum,"Worked on projects involving Computer Vision, Robotics.",Computer Vision;Robotics,67
U0121,Jaipur,2025-03-19T00:00:00,gig,"Worked on projects involving AI, Machine Learning.",AI;Machine Learning,100
U0121,Jaipur,2024-01-05T00:00:00,gig,"Worked on projects involving SQL, Machine Learning, Computer Vision.",SQL;Machine Learning;Computer Vision,26
U0121,Patna,2024-05-04T00:00:00,learning,"Worked on projects involving IoT, Linear Algebra, Cloud.",IoT;Linear Algebra;Cloud,48
U0122,Lucknow,2025-01-24T00:00:00,forum,"Worked on projects involving Linear Algebra, Time Series, Web Development.",Linear Algebra;Time Series;Web Development,20
U0122,Hyderabad,2024-10-04T00:00:00,gig,"Worked on projects involving AI, Python.",AI;Python,82
U0122,Pune,2025-03-10T00:00:00,gig,"Worked on projects involving Python, SQL, Time Series, Robotics.",Python;SQL;Time Series;Robotics,14
U0122,Pune,2024-09-08T00:00:00,github,"Worked on projects involving Computer Vision, Web Development.",Computer Vision;Web Development,19
U0122,Lucknow,2024-07-30T00:00:00,gig,"Worked on projects involving Cloud, Machine Learning, Python, Web Development.",Cloud;Machine Learning;Python;Web Development,59
U0122,Bengaluru,2024-11-22T00:00:00,learning,"Worked on projects involving Machine Learning, IoT, Time Series, Computer Vision.",Machine Learning;IoT;Time Series;Computer Vision,10
U0123,Hyderabad,2024-05-29T00:00:00,gig,"Worked on projects involving Python, AI, Robotics, Data Science.",Python;AI;Robotics;Data Science,41
U0123,Kolkata,2024-08-19T00:00:00,gig,"Worked on projects involving Statistics, Time Series, SQL.",Statistics;Time Series;SQL,30
U0123,Patna,2024-02-25T00:00:00,forum,"Worked on projects involving Web Development, Data Science.",Web Development;Data Science,14
U0123,Kolkata,2024-07-27T00:00:00,github,"Worked on projects involving NLP, Time Series.",NLP;Time Series,69
U0123,Chennai,2024-08-25T00:00:00,gig,"Worked on projects involving Linear Algebra, Web Development, NLP.",Linear Algebra;Web Development;NLP,16
U0123,Chennai,2025-02-27T00:00:00,innovation_lab,"Worked on projects involving Data Science, Linear Algebra.",Data Science;Linear Algebra,6
U0124,Hyderabad,2025-05-10T00:00:00,gig,"Worked on projects involving Data Science, Machine Learning, Statistics.",Data Science;Machine Learning;Statistics,51
U0124,Bengaluru,2024-01-16T00:00:00,learning,"Worked on projects involving Python, Robotics, Cloud, Statistics.",Python;Robotics;Cloud;Statistics,58
U0124,Jaipur,2024-02-22T00:00:00,forum,"Worked on projects involving Statistics, Computer Vision, Web Development, Machine Learning.",Statistics;Computer Vision;Web Development;Machine Learning,16
U0125,Hyderabad,2024-03-07T00:00:00,forum,"Worked on projects involving Time Series, Linear Algebra.",Time Series;Linear Algebra,52
U0125,Mumbai,2024-10-25T00:00:00,innovation_lab,"Worked on projects involving Robotics, Time Series, Linear Algebra.",Robotics;Time Series;Linear Algebra,34
U0126,Jaipur,2025-02-18T00:00:00,forum,"Worked on projects involving Machine Learning, Web Development.",Machine Learning;Web Development,12
U0126,Delhi,2024-03-27T00:00:00,innovation_lab,"Worked on projects involving Machine Learning, Python, NLP.",Machine Learning;Python;NLP,56
U0127,Pune,2024-03-29T00:00:00,gig,"Worked on projects involving Python, AI, Robotics.",Python;AI;Robotics,28
U0127,Jaipur,2025-03-28T00:00:00,forum,"Worked on projects involving Cloud, Time Series.",Cloud;Time Series,5
U0127,Chennai,2024-09-12T00:00:00,learning,"Worked on projects involving IoT, Time Series, Web Development, Robotics.",IoT;Time Series;Web Development;Robotics,71
U0127,Pune,2024-03-11T00:00:00,learning,"Worked on projects involving Python, Machine Learning, Cloud.",Python;Machine Learning;Cloud,26
U0127,Lucknow,2025-02-10T00:00:00,github,"Worked on projects involving Linear Algebra, Computer Vision, Web Development, Robotics.",Linear Algebra;Computer Vision;Web Development;Robotics,49
U0128,Kolkata,2025-04-12T00:00:00,innovation_lab,"Worked on projects involving Computer Vision, Linear Algebra, NLP.",Computer Vision;Linear Algebra;NLP,65
U0128,Delhi,2024-06-12T00:00:00,innovation_lab,"Worked on projects involving AI, Cloud, Data Science.",AI;Cloud;Data Science,29
U0128,Chennai,2024-01-30T00:00:00,learning,"Worked on projects involving Linear Algebra, Time Series.",Linear Algebra;Time Series,68
U0128,Bengaluru,2024-02-21T00:00:00,forum,"Worked on projects involving Linear Algebra, IoT, Web Development.",Linear Algebra;IoT;Web Development,85
U0129,Delhi,2025-01-26T00:00:00,forum,"Worked on projects involving Computer Vision, Linear Algebra, Statistics.",Computer Vision;Linear Algebra;Statistics,74
U0129,Hyderabad,2024-10-30T00:00:00,gig,"Worked on projects involving SQL, Data Science, Linear Algebra.",SQL;Data Science;Linear Algebra,95
U0129,Patna,2024-10-15T00:00:00,forum,"Worked on projects involving SQL, IoT, Python, Time Series.",SQL;IoT;Python;Time Series,73
U0130,Jaipur,2024-01-20T00:00:00,github,"Worked on projects involving Computer Vision, Cloud, Data Science.",Computer Vision;Cloud;Data Science,8
U0130,Delhi,2024-09-26T00:00:00,learning,"Worked on projects involving IoT, Web Development.",IoT;Web Development,1
U0130,Kolkata,2025-01-02T00:00:00,forum,"Worked on projects involving IoT, Web Development, Data Science.",IoT;Web Development;Data Science,42
U0131,Bengaluru,2025-01-31T00:00:00,github,"Worked on projects involving Data Science, IoT.",Data Science;IoT,68
U0131,Pune,2024-10-27T00:00:00,github,"Worked on projects involving Machine Learning, SQL, Statistics.",Machine Learning;SQL;Statistics,44
U0132,Pune,2025-02-09T00:00:00,learning,"Worked on projects involving Data Science, Time Series, Statistics.",Data Science;Time Series;Statistics,84
U0132,Patna,2025-02-06T00:00:00,gig,"Worked on projects involving Data Science, Statistics, Computer Vision.",Data Science;Statistics;Computer Vision,29
U0132,Chennai,2024-03-06T00:00:00,forum,"Worked on projects involving IoT, Data Science, AI, Cloud.",IoT;Data Science;AI;Cloud,94
U0132,Pune,2025-03-11T00:00:00,innovation_lab,"Worked on projects involving Statistics, IoT.",Statistics;IoT,5
U0133,Patna,2024-02-23T00:00:00,learning,"Worked on projects involving SQL, Linear Algebra, IoT, Web Development.",SQL;Linear Algebra;IoT;Web Development,19
U0133,Kolkata,2024-06-12T00:00:00,forum,"Worked on projects involving Statistics, Machine Learning, Web Development.",Statistics;Machine Learning;Web Development,82
U0133,Kolkata,2024-08-16T00:00:00,github,"Worked on projects involving Time Series, Statistics.",Time Series;Statistics,34
U0134,Kolkata,2024-05-11T00:00:00,github,"Worked on projects involving Statistics, Machine Learning.",Statistics;Machine Learning,93
U0134,Jaipur,2025-01-10T00:00:00,learning,"Worked on projects involving Python, AI.",Python;AI,22
U0134,Lucknow,2024-07-11T00:00:00,github,"Worked on projects involving NLP, AI, SQL.",NLP;AI;SQL,62
U0135,Jaipur,2024-02-07T00:00:00,github,"Worked on projects involving Linear Algebra, Robotics, Web Development, Data Science.",Linear Algebra;Robotics;Web Development;Data Science,38
U0135,Mumbai,2024-02-07T00:00:00,gig,"Worked on projects involving SQL, Cloud.",SQL;Cloud,22
U0135,Lucknow,2025-04-27T00:00:00,github,"Worked on projects involving Data Science, Statistics, Machine Learning.",Data Science;Statistics;Machine Learning,44
U0135,Pune,2025-04-27T00:00:00,forum,"Worked on projects involving IoT, NLP, Statistics, Python.",IoT;NLP;Statistics;Python,78
U0135,Kolkata,2024-04-15T00:00:00,forum,"Worked on projects involving Data Science, Python, Machine Learning.",Data Science;Python;Machine Learning,53
U0135,Chennai,2024-12-04T00:00:00,gig,"Worked on projects involving Computer Vision, Statistics, Linear Algebra, Time Series.",Computer Vision;Statistics;Linear Algebra;Time Series,39
U0136,Patna,2024-10-08T00:00:00,learning,"Worked on projects involving Python, AI.",Python;AI,20
U0136,Pune,2024-02-14T00:00:00,gig,"Worked on projects involving SQL, Python.",SQL;Python,85
